AssetID,Site,Land_use,IUCN_habitat_realm,IUCN_habitat_biome,IUCN_habitat_EFG,IUCN_habitat,FossittLvl1,FossittLvl2,Fossitt,Area_m2,Characteristic Type,Class,Variable,Measurement_unit,Opening_Value,Standardised_Value,Referenced_value,Weighted
COWD401,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,96882,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.982067003,3,1,0.083333333
COWD402,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,62705,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.295163915,2,0.666666667,0.055555556
COWD404,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,170003,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.245320431,2,0.666666667,0.055555556
COWD405,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,22410,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.69928063,2,0.666666667,0.055555556
COWD409,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,54106,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.59109554,2,0.666666667,0.055555556
COWD410,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,4071,Biotic characteristics,Structural state,Shape Index,Index (0-3),2.164243317,3,1,0.083333333
COWD411,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,33499,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.435047064,2,0.666666667,0.055555556
COWD413,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,19620,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.622567448,2,0.666666667,0.055555556
COWD414,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,98135,Biotic characteristics,Structural state,Shape Index,Index (0-3),2.741712463,3,1,0.083333333
COWD416,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,32780,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.485398443,2,0.666666667,0.055555556
COWD417,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,71856,Biotic characteristics,Structural state,Shape Index,Index (0-3),2.273588109,3,1,0.083333333
COWD419,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,24042,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.910889358,3,1,0.083333333
COWD420,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,25759,Biotic characteristics,Structural state,Shape Index,Index (0-3),2.701531819,3,1,0.083333333
COWD421,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,194906,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.849762752,3,1,0.083333333
COWD422,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,588655,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.428937601,2,0.666666667,0.055555556
COWD424,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,150093,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.569003207,2,0.666666667,0.055555556
COWD426,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,166524,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.622672216,2,0.666666667,0.055555556
COWD427,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,301502,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.770457095,3,1,0.083333333
COWD430,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,225107,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.244772912,2,0.666666667,0.055555556
COWD431,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,293798,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.935521485,3,1,0.083333333
COWD432,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,111001,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.357689898,2,0.666666667,0.055555556
COWD433,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,80594,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.514179569,2,0.666666667,0.055555556
COWD434,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,138134,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.791009484,3,1,0.083333333
COWD435,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,101492,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.566194215,2,0.666666667,0.055555556
COWD436,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,214029,Biotic characteristics,Structural state,Shape Index,Index (0-3),2.44487442,3,1,0.083333333
COWD440,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,810447,Biotic characteristics,Structural state,Shape Index,Index (0-3),2.051360226,3,1,0.083333333
COWD441,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,780151,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.40646964,2,0.666666667,0.055555556
COWD442,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,290933,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.340020993,2,0.666666667,0.055555556
COWD443,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,3737,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.266521533,2,0.666666667,0.055555556
COWD444,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,3503,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.211813987,2,0.666666667,0.055555556
COWD445,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,373668,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.575836037,2,0.666666667,0.055555556
COWD448,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,1475005,Biotic characteristics,Structural state,Shape Index,Index (0-3),2.685287052,3,1,0.083333333
COWD449,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,802190,Biotic characteristics,Structural state,Shape Index,Index (0-3),2.104347308,3,1,0.083333333
COWD450,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,16528,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.717105628,3,1,0.083333333
COWD451,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,511110,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.578424914,2,0.666666667,0.055555556
COWD452,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,145757,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.399614659,2,0.666666667,0.055555556
COWD454,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,71424,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.64931697,2,0.666666667,0.055555556
COWD455,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,309858,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.571600239,2,0.666666667,0.055555556
COWD456,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,409340,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.485131912,2,0.666666667,0.055555556
COWD457,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,85534,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.316140943,2,0.666666667,0.055555556
COWD458,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,31509,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.13892987,2,0.666666667,0.055555556
COWD459,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,64173,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.44838054,2,0.666666667,0.055555556
COWD460,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,22651,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.230175339,2,0.666666667,0.055555556
COWD461,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,260348,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.268672536,2,0.666666667,0.055555556
COWD462,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,113145,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.321299605,2,0.666666667,0.055555556
COWD464,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,101665,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.736657387,3,1,0.083333333
COWD465,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,49673,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.506665508,2,0.666666667,0.055555556
COWD466,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,140884,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.235573787,2,0.666666667,0.055555556
COWD469,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,165891,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.260563095,2,0.666666667,0.055555556
COWD470,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,17087,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.263151733,2,0.666666667,0.055555556
COWD471,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,147156,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.557580461,2,0.666666667,0.055555556
COWD472,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,1150379,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.503181242,2,0.666666667,0.055555556
COWD473,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,2893,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.693199727,2,0.666666667,0.055555556
COWD474,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,240904,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.625014513,2,0.666666667,0.055555556
COWD477,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,448441,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.325946764,2,0.666666667,0.055555556
COWD478,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,259626,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.344682904,2,0.666666667,0.055555556
COWD480,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,664057,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.823397132,3,1,0.083333333
COWD482,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,511748,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.487516192,2,0.666666667,0.055555556
COWD484,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,197179,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.577989434,2,0.666666667,0.055555556
COWD486,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,223569,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.442199092,2,0.666666667,0.055555556
COWD490,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,325956,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.612458511,2,0.666666667,0.055555556
COWD491,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,230165,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.25509227,2,0.666666667,0.055555556
COWD492,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,858082,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.515519965,2,0.666666667,0.055555556
COWD493,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,482958,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.259021582,2,0.666666667,0.055555556
COWD494,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,270805,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.393953192,2,0.666666667,0.055555556
COWD496,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,370825,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.340445191,2,0.666666667,0.055555556
COWD497,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,156615,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.427652396,2,0.666666667,0.055555556
COWD498,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,348457,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.430195029,2,0.666666667,0.055555556
COWD499,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,553230,Biotic characteristics,Structural state,Shape Index,Index (0-3),2.02465429,3,1,0.083333333
COWD4100,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,65232,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.231978555,2,0.666666667,0.055555556
COWD4101,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,3605,Biotic characteristics,Structural state,Shape Index,Index (0-3),1.301528128,2,0.666666667,0.055555556
COWD401,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,96882,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD402,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,62705,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD404,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,170003,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD405,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,22410,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD409,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,54106,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD410,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,4071,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD411,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,33499,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD413,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,19620,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD414,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,98135,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD416,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,32780,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD417,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,71856,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD419,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,24042,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD420,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,25759,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD421,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,194906,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD422,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,588655,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD424,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,150093,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD426,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,166524,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD427,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,301502,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD430,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,225107,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD431,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,293798,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD432,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,111001,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD433,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,80594,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD434,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,138134,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD435,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,101492,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD436,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,214029,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD440,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,810447,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD441,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,780151,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD442,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,290933,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD443,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,3737,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD444,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,3503,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD445,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,373668,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD448,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,1475005,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD449,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,802190,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD450,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,16528,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD451,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,511110,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD452,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,145757,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD454,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,71424,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD455,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,309858,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD456,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,409340,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD457,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,85534,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD458,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,31509,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD459,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,64173,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD460,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,22651,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD461,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,260348,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD462,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,113145,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD464,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,101665,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD465,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,49673,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD466,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,140884,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD469,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,165891,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD470,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,17087,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD471,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,147156,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD472,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,1150379,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD473,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,2893,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD474,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,240904,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD477,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,448441,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD478,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,259626,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD480,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,664057,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD482,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,511748,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD484,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,197179,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD486,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,223569,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD490,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,325956,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD491,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,230165,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD492,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,858082,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD493,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,482958,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD494,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,270805,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD496,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,370825,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD497,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,156615,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD498,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,348457,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD499,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,553230,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD4100,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,65232,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD4101,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,3605,Biotic characteristics,Structural state,Deadwood coverage,Index (0-3),1,1,0.333333333,0.027777778
COWD401,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,96882,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,61.259153,2,0.666666667,0.166666667
COWD402,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,62705,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,60.260621,2,0.666666667,0.166666667
COWD404,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,170003,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,57.674666,2,0.666666667,0.166666667
COWD405,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,22410,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,53.57703,2,0.666666667,0.166666667
COWD409,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,54106,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,53.81391,2,0.666666667,0.166666667
COWD410,C,Commercial forestry,Terrestrial,T7,T7.3,Plantations,W,WD,WD4,4071,Landscape/seascape characteristics,Landscape,Percentage 5km buffer covered by protected areas,Percentage,51.472128,2,0.666666667,0.166666667
